LATITUDE,LONGITUDE,CATEGORY,STATES_NAME_EN,REGION_EN,NAME_EN
43.21055556,2.358888889,Cultural,France,Europe and North America,Historic Fortified City of Carcassonne
48.58444444,7.748888889,Cultural,France,Europe and North America,"Strasbourg, Grande-ÿle and <em>Neustadt</em>"
48.85833333,2.294166667,Cultural,France,Europe and North America,"Paris, Banks of the Seine"
49.25333333,4.032777778,Cultural,France,Europe and North America,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims"
47.08222222,2.398333333,Cultural,France,Europe and North America,Bourges Cathedral
43.61138889,1.416388889,Cultural,France,Europe and North America,Canal du Midi
45.18405556,0.722944444,Cultural,France,Europe and North America,Routes of Santiago de Compostela in France
45.76722,4.83333,Cultural,France,Europe and North America,Historic Site of Lyon
48.55972222,3.298888889,Cultural,France,Europe and North America,"Provins, Town of Medieval Fairs"
44.89472222,-0.155277778,Cultural,France,Europe and North America,Jurisdiction of Saint-Emilion
47.39889,0.70278,Cultural,France,Europe and North America,The Loire Valley between Sully-sur-Loire and Chalonnes
43.92833333,2.1425,Cultural,France,Europe and North America,Episcopal City of Albi
50.4625,3.546111111,Cultural,France,Europe and North America,Nord-Pas de Calais Mining Basin
47.05805556,4.864444444,Cultural,France,Europe and North America,"The Climats, terroirs of Burgundy"
44.3875,4.416111111,Cultural,France,Europe and North America,"Decorated Cave of Pont d⿿Arc, known as Grotte Chauvet-Pont d⿿Arc, Ardèche"
45.77938889,2.965111111,Natural,France,Europe and North America,Chaîne des Puys - Limagne fault tectonic arena
49.0775,3.946111111,Cultural,France,Europe and North America,"Champagne Hillsides, Houses and Cellars"
49.79278,9.93889,Cultural,Germany,Europe and North America,Würzburg Residence with the Court Gardens and Residence Square
52.15278,9.94389,Cultural,Germany,Europe and North America,St Mary's Cathedral and St Michael's Church at Hildesheim
47.68127778,10.90013889,Cultural,Germany,Europe and North America,Pilgrimage Church of Wies
53.86667,10.69167,Cultural,Germany,Europe and North America,Hanseatic City of Lübeck
50.82502778,6.909777778,Cultural,Germany,Europe and North America,Castles of Augustusburg and Falkenlust at Brühl
50.94111111,6.957222222,Cultural,Germany,Europe and North America,Cologne Cathedral
49.75,6.633333333,Cultural,Germany,Europe and North America,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier"
49.65369,8.56858,Cultural,Germany,Europe and North America,Abbey and Altenmünster of Lorsch
52.4,13.03333333,Cultural,Germany,Europe and North America,Palaces and Parks of Potsdam and Berlin
51.8425,12.42083,Cultural,Germany,Europe and North America,Garden Kingdom of Dessau-Wörlitz
51.78333,11.15,Cultural,Germany,Europe and North America,"Collegiate Church, Castle and Old Town of Quedlinburg"
-16.8414,-151.3723778,Cultural,France,Europe and North America,Taputapuātea
-49.38036111,69.35280556,Natural,France,Europe and North America,French Austral Lands and Seas
-0.5,11.5,Mixed,Gabon,Africa,Ecosystem and Relict Cultural Landscape of Lopé-Okanda
13.31616667,-16.35719444,Cultural,Gambia (the),Africa,Kunta Kinteh Island and Related Sites
41.84389,44.71639,Cultural,Georgia,Europe and North America,Historical Monuments of Mtskheta
42.91639,43.01139,Cultural,Georgia,Europe and North America,Upper Svaneti
42.29472222,42.76833333,Cultural,Georgia,Europe and North America,Gelati Monastery
50.77444444,6.084444444,Cultural,Germany,Europe and North America,Aachen Cathedral
49.31666667,8.443055556,Cultural,Germany,Europe and North America,Speyer Cathedral
-20.41194444,164.5663889,Natural,France,Europe and North America,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems
44.22027778,3.473055556,Cultural,France,Europe and North America,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape"
49.49278,0.1075,Cultural,France,Europe and North America,"Le Havre, the City Rebuilt by Auguste Perret"
44.83888889,-0.572222222,Cultural,France,Europe and North America,"Bordeaux, Port of the Moon"
47.23611111,6.026944444,Cultural,France,Europe and North America,Fortifications of Vauban
-21.09944444,55.48,Natural,France,Europe and North America,"Pitons, cirques and remparts of Reunion Island"
48.63556,-1.51056,Cultural,France,Europe and North America,Mont-Saint-Michel and its Bay
48.4475,1.487222222,Cultural,France,Europe and North America,Chartres Cathedral
48.805,2.119444444,Cultural,France,Europe and North America,Palace and Park of Versailles
47.46638889,3.748333333,Cultural,France,Europe and North America,"Vézelay, Church and Hill"
45.0575,1.17,Cultural,France,Europe and North America,Prehistoric Sites and Decorated Caves of the Vézère Valley
48.40194444,2.698055556,Cultural,France,Europe and North America,Palace and Park of Fontainebleau
49.895,2.301666667,Cultural,France,Europe and North America,Amiens Cathedral
44.13572222,4.808416667,Cultural,France,Europe and North America,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange"
43.67763889,4.630694444,Cultural,France,Europe and North America,"Arles, Roman and Romanesque Monuments"
47.63944,4.38911,Cultural,France,Europe and North America,Cistercian Abbey of Fontenay
46.9375,5.876388889,Cultural,France,Europe and North America,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt "
49.94444444,11.57861111,Cultural,Germany,Europe and North America,Margravial Opera House Bayreuth
51.31583333,9.393055556,Cultural,Germany,Europe and North America,Bergpark Wilhelmshöhe
51.77827778,9.41025,Cultural,Germany,Europe and North America,Carolingian Westwork and Civitas Corvey
53.54555556,9.999444444,Cultural,Germany,Europe and North America,Speicherstadt and Kontorhaus District with Chilehaus
51.15480556,11.804,Cultural,Germany,Europe and North America,Naumburg Cathedral
48.38777778,9.765555556,Cultural,Germany,Europe and North America,Caves and Ice Age Art in the Swabian Jura
54.46194444,9.454111111,Cultural,Germany,Europe and North America,Archaeological Border complex of Hedeby and the Danevirke
48.36547222,10.902,Cultural,Germany,Europe and North America,Water Management System of Augsburg
5.39103,-0.49361,Cultural,Ghana,Africa,"Forts and Castles, Volta, Greater Accra, Central and Western Regions"
6.401111111,-1.625833333,Cultural,Ghana,Africa,Asante Traditional Buildings
37.43498,21.89694,Cultural,Greece,Europe and North America,Temple of Apollo Epicurius at Bassae
38.48149,22.49617,Cultural,Greece,Europe and North America,Archaeological Site of Delphi
37.97087,23.72618,Cultural,Greece,Europe and North America,"Acropolis, Athens"
40.26667,24.21667,Mixed,Greece,Europe and North America,Mount Athos
39.71667,21.63333,Mixed,Greece,Europe and North America,Meteora
40.63833,22.965,Cultural,Greece,Europe and North America,Paleochristian and Byzantine Monuments of Thessalonika
37.66666667,23.11666667,Cultural,Greece,Europe and North America,Sanctuary of Asklepios at Epidaurus
36.44722,28.22778,Cultural,Greece,Europe and North America,Medieval City of Rhodes
37.08056,22.36667,Cultural,Greece,Europe and North America,Archaeological Site of Mystras
37.65,21.66666667,Cultural,Greece,Europe and North America,Archaeological Site of Olympia
37.4,25.26667,Cultural,Greece,Europe and North America,Delos
38.4,22.75,Cultural,Greece,Europe and North America,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios"
37.69083,26.94333,Cultural,Greece,Europe and North America,Pythagoreion and Heraion of Samos
40.47139,22.31833,Cultural,Greece,Europe and North America,Archaeological Site of Aigai (modern name Vergina)
37.73333333,22.75,Cultural,Greece,Europe and North America,Archaeological Sites of Mycenae and Tiryns
37.3,26.55,Cultural,Greece,Europe and North America,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos
39.62394139,19.9275,Cultural,Greece,Europe and North America,Old Town of Corfu
41.01472222,24.28527778,Cultural,Greece,Europe and North America,Archaeological Site of Philippi
17.21666667,-89.61666667,Mixed,Guatemala,Latin America and the Caribbean,Tikal National Park
14.56666667,-90.66666667,Cultural,Guatemala,Latin America and the Caribbean,Antigua Guatemala
15.27059,-89.04025,Cultural,Guatemala,Latin America and the Caribbean,Archaeological Park and Ruins of Quirigua
19.57361,-72.24417,Cultural,Haiti,Latin America and the Caribbean,"National History Park ⿿ Citadel, Sans Souci, Ramiers"
41.90216,12.45736,Cultural,Holy See,Europe and North America,Vatican City
14.85,-89.13333,Cultural,Honduras,Latin America and the Caribbean,Maya Site of Copan
15.74444444,-84.675,Natural,Honduras,Latin America and the Caribbean,Río Plátano Biosphere Reserve
47.48242,19.07067,Cultural,Hungary,Europe and North America,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue"
47.99444,19.52917,Cultural,Hungary,Europe and North America,Old Village of Hollókſ and its Surroundings
47.59458,21.15678,Cultural,Hungary,Europe and North America,Hortobágy National Park - the <i>Puszta</i>
47.55889,17.78444,Cultural,Hungary,Europe and North America,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment
46.07444,18.22778,Cultural,Hungary,Europe and North America,Early Christian Necropolis of Pécs (Sopianae)
48.15,21.35,Cultural,Hungary,Europe and North America,Tokaj Wine Region Historic Cultural Landscape
49.00083,8.81306,Cultural,Germany,Europe and North America,Maulbronn Monastery Complex
51.82,10.34,Cultural,Germany,Europe and North America,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management  System"
49.89166667,10.88888889,Cultural,Germany,Europe and North America,Town of Bamberg
49.24444,6.85,Cultural,Germany,Europe and North America,Völklingen Ironworks
49.91667,8.75389,Natural,Germany,Europe and North America,Messel Pit Fossil Site
50.97477778,11.3295,Cultural,Germany,Europe and North America,"Bauhaus and its Sites in Weimar, Dessau and Bernau"
51.86472,12.65278,Cultural,Germany,Europe and North America,Luther Memorials in Eisleben and Wittenberg
50.9775,11.32861,Cultural,Germany,Europe and North America,Classical Weimar
52.51972222,13.39861111,Cultural,Germany,Europe and North America,"Museumsinsel (Museum Island), Berlin"
50.96677778,10.307,Cultural,Germany,Europe and North America,Wartburg Castle
47.69872222,9.061305556,Cultural,Germany,Europe and North America,Monastic Island of Reichenau
51.49138889,7.046111111,Cultural,Germany,Europe and North America,Zollverein Coal Mine Industrial Complex in Essen
50.17361111,7.694166667,Cultural,Germany,Europe and North America,Upper Middle Rhine Valley
54.3025,13.08527778,Cultural,Germany,Europe and North America,Historic Centres of Stralsund and Wismar
53.07597222,8.807472222,Cultural,Germany,Europe and North America,Town Hall and Roland on the Marketplace of Bremen
49.02055556,12.09916667,Cultural,Germany,Europe and North America,Old town of Regensburg with Stadtamhof
52.44833333,13.45,Cultural,Germany,Europe and North America,Berlin Modernism Housing Estates
51.98361111,9.811111111,Cultural,Germany,Europe and North America,Fagus Factory in Alfeld
15.94833,75.81667,Cultural,India,Asia and the Pacific,Group of Monuments at Pattadakal
24.85222,79.92222,Cultural,India,Asia and the Pacific,Khajuraho Group of Monuments
15.31444,76.47167,Cultural,India,Asia and the Pacific,Group of Monuments at Hampi
20.55333,75.7,Cultural,India,Asia and the Pacific,Ajanta Caves
20.02639,75.17917,Cultural,India,Asia and the Pacific,Ellora Caves
18.96667,72.93583,Cultural,India,Asia and the Pacific,Elephanta Caves
19.8875,86.09472,Cultural,India,Asia and the Pacific,"Sun Temple, Konârak"
24.88333333,74.64611111,Cultural,India,Asia and the Pacific,Hill Forts of Rajasthan
12.61667,80.19167,Cultural,India,Asia and the Pacific,Group of Monuments at Mahabalipuram
10.78305556,79.1325,Cultural,India,Asia and the Pacific,Great Living Chola Temples
27.18333333,78.03333333,Cultural,India,Asia and the Pacific,Agra Fort
27.17417,78.04222,Cultural,India,Asia and the Pacific,Taj Mahal
27.09444,77.66417,Cultural,India,Asia and the Pacific,Fatehpur Sikri
30.71667,79.66667,Natural,India,Asia and the Pacific,Nanda Devi and Valley of Flowers National Parks
26.66666667,93.41666667,Natural,India,Asia and the Pacific,Kaziranga National Park
26.725,91.03055556,Natural,India,Asia and the Pacific,Manas Wildlife Sanctuary
27.15888889,77.50861111,Natural,India,Asia and the Pacific,Keoladeo National Park
21.945,88.89583333,Natural,India,Asia and the Pacific,Sundarbans National Park
23.47944,77.73972,Cultural,India,Asia and the Pacific,Buddhist Monuments at Sanchi
24.69528,84.99389,Cultural,India,Asia and the Pacific,Mahabodhi Temple Complex at Bodh Gaya
22.48333333,73.53333333,Cultural,India,Asia and the Pacific,Champaner-Pavagadh Archaeological Park
26.92472222,75.825,Cultural,India,Asia and the Pacific,"The Jantar Mantar, Jaipur"
8.529722222,77.24972222,Natural,India,Asia and the Pacific,Western Ghats
31.83333333,77.58333333,Natural,India,Asia and the Pacific,Great Himalayan National Park Conservation Area
-8.54333,119.48944,Natural,Indonesia,Asia and the Pacific,Komodo National Park
-7.75222,110.49167,Cultural,Indonesia,Asia and the Pacific,Prambanan Temple Compounds
-4.75,137.83333,Natural,Indonesia,Asia and the Pacific,Lorentz National Park
-2.5,101.5,Natural,Indonesia,Asia and the Pacific,Tropical Rainforest Heritage of Sumatra
18.92980556,72.83008333,Cultural,India,Asia and the Pacific,Victorian Gothic and Art Deco Ensembles of Mumbai
25.13666667,85.44388889,Cultural,India,Asia and the Pacific,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar"
27.76472222,88.37722222,Mixed,India,Asia and the Pacific,Khangchendzonga National Park
23.02638889,72.58805556,Cultural,India,Asia and the Pacific,Historic City of Ahmadabad
26.90786111,75.78722222,Cultural,India,Asia and the Pacific,"Jaipur City, Rajasthan"
-7.60778,110.20361,Cultural,Indonesia,Asia and the Pacific,Borobudur Temple Compounds
-7.4,110.8166667,Cultural,Indonesia,Asia and the Pacific,Sangiran Early Man Site
-6.75,105.3333333,Natural,Indonesia,Asia and the Pacific,Ujung Kulon National Park
23.85888889,72.10166667,Cultural,India,Asia and the Pacific,"Rani-ki-Vav (the Queen⿿s Stepwell) at Patan, Gujarat"
22.92777778,77.58333333,Cultural,India,Asia and the Pacific,Rock Shelters of Bhimbetka
11.51028,76.93583,Cultural,India,Asia and the Pacific,Mountain Railways of India
18.94012222,72.83620278,Cultural,India,Asia and the Pacific,Chhatrapati Shivaji Terminus (formerly Victoria Terminus)
64.25380556,-21.03725,Cultural,Iceland,Europe and North America,ÿingvellir National Park
63.30305556,-20.60222222,Natural,Iceland,Europe and North America,Surtsey
64.577363,-16.88154044,Natural,Iceland,Europe and North America,Vatnajökull National Park - dynamic nature of fire and ice
28.65555556,77.24083333,Cultural,India,Asia and the Pacific,Red Fort Complex
28.59333,77.25056,Cultural,India,Asia and the Pacific,"Humayun's Tomb, Delhi"
28.52583,77.18528,Cultural,India,Asia and the Pacific,"Qutb Minar and its Monuments, Delhi"
15.50222,73.91167,Cultural,India,Asia and the Pacific,Churches and Convents of Goa
32.66972222,51.68527778,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Masjed-e Jāmé of Isfahan
37.25802778,55.169,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Gonbad-e Qābus
35.68036667,51.42051111,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Golestan Palace
30.16805556,55.37555556,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Cultural Landscape of Maymand
32.18944444,48.25611111,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Susa
30.59388889,61.32777778,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Shahr-i Sokhta
30.21611111,58.83888889,Natural,Iran (Islamic Republic of),Asia and the Pacific,Lut Desert
34.29,58.65444444,Cultural,Iran (Islamic Republic of),Asia and the Pacific,The Persian Qanat
31.90138889,54.36916667,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Historic City of Yazd
29.77748056,51.57045,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Sassanid Archaeological Landscape of Fars Region
37.42147222,55.72427778,Natural,Iran (Islamic Republic of),Asia and the Pacific,Hyrcanian Forests
34.34098944,43.82354306,Cultural,Iraq,Arab States,Samarra Archaeological City
35.58806,42.71833,Cultural,Iraq,Arab States,Hatra
32.54196944,44.42083333,Cultural,Iraq,Arab States,Babylon
35.45666667,43.26111111,Cultural,Iraq,Arab States,Ashur (Qal'at Sherqat)
36.19111111,44.00916667,Cultural,Iraq,Arab States,Erbil Citadel
31.56222222,47.65777778,Mixed,Iraq,Arab States,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities
53.69167,-6.45,Cultural,Ireland,Europe and North America,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne
51.77194,-10.53861,Cultural,Ireland,Europe and North America,Sceilg Mhichíl
31.3135,35.35275,Cultural,Israel,Europe and North America,Masada
32.92833333,35.08388889,Cultural,Israel,Europe and North America,Old City of Acre
32.06666667,34.78333333,Cultural,Israel,Europe and North America,White City of Tel-Aviv ⿿ the Modern Movement
30.54111,35.16083,Cultural,Israel,Europe and North America,Incense Route - Desert Cities in the Negev
32.59722,35.18222,Cultural,Israel,Europe and North America,"Biblical Tels - Megiddo, Hazor, Beer Sheba"
32.82939667,34.97164889,Cultural,Israel,Europe and North America,Bahá⿿i Holy Places in Haifa and the Western Galilee
31.6,34.89555556,Cultural,Israel,Europe and North America,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves
32.67,34.96527778,Cultural,Israel,Europe and North America,Sites of Human Evolution at Mount Carmel: The Nahal Me⿿arot / Wadi el-Mughara Caves
32.70222222,35.12694444,Cultural,Israel,Europe and North America,Necropolis of Bet She⿿arim: A Landmark of Jewish Renewal
45.46588889,9.1705,Cultural,Italy,Europe and North America,Church and Dominican Convent of Santa Maria delle Grazie with ⿿The Last Supper⿝ by Leonardo da Vinci
45.95705556,10.29733333,Cultural,Italy,Europe and North America,Rock Drawings in Valcamonica
43.77306,11.25611,Cultural,Italy,Europe and North America,Historic Centre of Florence
43.85777778,11.30416667,Cultural,Italy,Europe and North America,Medici Villas and Gardens in Tuscany
45.43430556,12.33894444,Cultural,Italy,Europe and North America,Venice and its Lagoon
43.72305556,10.39638889,Cultural,Italy,Europe and North America,"Piazza del Duomo, Pisa"
41.08480556,16.27094444,Cultural,Italy,Europe and North America,Castel del Monte
41.07333,14.32639,Cultural,Italy,Europe and North America,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex"
43.46806,11.04167,Cultural,Italy,Europe and North America,Historic Centre of San Gimignano
-8.259166667,115.4027778,Cultural,Indonesia,Asia and the Pacific,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy
-0.766625556,100.7378833,Cultural,Indonesia,Asia and the Pacific,Ombilin Coal Mining Heritage of Sawahlunto
32.0833,48.53333333,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Tchogha Zanbil
29.93444,52.89028,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Persepolis
32.65745,51.67777778,Cultural,Iran (Islamic Republic of),Asia and the Pacific,"Meidan Emam, Esfahan"
36.60388889,47.235,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Takht-e Soleyman
30.19383,53.16729,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Pasargadae
36.43528,48.79667,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Soltaniyeh
29.11683,58.36666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Bam and its Cultural Landscape
34.38833333,47.43666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Bisotun
38.97888889,45.47333333,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Armenian Monastic Ensembles of Iran
32.01861111,48.83583333,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Shushtar Historical Hydraulic System
38.24861111,48.29138889,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil
38.08138889,46.29305556,Cultural,Iran (Islamic Republic of),Asia and the Pacific,Tabriz Historic Bazaar Complex
30.16666667,53.16666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific,The Persian Garden
43.07694444,11.67861111,Cultural,Italy,Europe and North America,Historic Centre of the City of Pienza
45.43861111,10.99388889,Cultural,Italy,Europe and North America,City of Verona
45.07253,7.68572,Cultural,Italy,Europe and North America,Residences of the Royal House of Savoy
45.39911111,11.88066667,Cultural,Italy,Europe and North America,"Botanical Garden (Orto Botanico), Padua"
45.76833333,13.3675,Cultural,Italy,Europe and North America,Archaeological Area and the Patriarchal Basilica of Aquileia
44.10694,9.72917,Cultural,Italy,Europe and North America,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)"
44.64624,10.92568,Cultural,Italy,Europe and North America,"Cathedral, Torre Civica and Piazza Grande, Modena"
43.725,12.63333,Cultural,Italy,Europe and North America,Historic Centre of Urbino
40.75,14.48333333,Cultural,Italy,Europe and North America,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata"
40.65,14.6,Cultural,Italy,Europe and North America,Costiera Amalfitana
37.28972222,13.59333333,Cultural,Italy,Europe and North America,Archaeological Area of Agrigento
37.36611,14.33417,Cultural,Italy,Europe and North America,Villa Romana del Casale
36.89319444,15.06891667,Cultural,Italy,Europe and North America,Late Baroque Towns of the Val di Noto (South-Eastern Sicily)
41.96391667,12.79625,Cultural,Italy,Europe and North America,"Villa d'Este, Tivoli"
43.06666667,11.55,Cultural,Italy,Europe and North America,Val d'Orcia
45.97455556,9.169555556,Cultural,Italy,Europe and North America,<I>Sacri Monti</I> of Piedmont and Lombardy
45.15944444,10.79444444,Cultural,Italy,Europe and North America,Mantua and Sabbioneta
46.09416667,13.43305556,Cultural,Italy,Europe and North America,Longobards in Italy. Places of the Power (568-774 A.D.)
44.60861111,7.963611111,Cultural,Italy,Europe and North America,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato
37.75611111,14.99666667,Natural,Italy,Europe and North America,Mount Etna
38.11083333,13.35305556,Cultural,Italy,Europe and North America,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale
45.4575,7.869166667,Cultural,Italy,Europe and North America,"Ivrea, industrial city of the 20th century"
45.95302778,12.22611111,Cultural,Italy,Europe and North America,Le Colline del Prosecco di Conegliano e Valdobbiadene
42.00683333,12.10188889,Cultural,Italy,Europe and North America,Etruscan Necropolises of Cerveteri and Tarquinia
37.05944,15.29306,Cultural,Italy,Europe and North America,Syracuse and the Rocky Necropolis of Pantalica
44.41222222,8.931111111,Cultural,Italy,Europe and North America,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>
46.61305556,12.16305556,Natural,Italy,Europe and North America,The Dolomites
39.70583333,8.991388889,Cultural,Italy,Europe and North America,Su Nuraxi di Barumini
40.28333333,15.26666667,Cultural,Italy,Europe and North America,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula"
41.94416667,12.77197222,Cultural,Italy,Europe and North America,Villa Adriana (Tivoli)
38.48786111,14.94558333,Natural,Italy,Europe and North America,Isole Eolie (Aeolian Islands)
43.06616667,12.62244444,Cultural,Italy,Europe and North America,"Assisi, the Basilica of San Francesco and Other Franciscan Sites"
40.66638889,16.61027778,Cultural,Italy,Europe and North America,The Sassi and the Park of the Rupestrian Churches of Matera
45.54916667,11.54944444,Cultural,Italy,Europe and North America,City of Vicenza and the Palladian Villas of the Veneto
43.31861111,11.33166667,Cultural,Italy,Europe and North America,Historic Centre of Siena
40.85138889,14.26277778,Cultural,Italy,Europe and North America,Historic Centre of Naples
45.59333,9.53833,Cultural,Italy,Europe and North America,Crespi d'Adda
44.83777778,11.61944444,Cultural,Italy,Europe and North America,"Ferrara, City of the Renaissance, and its Po Delta"
40.7825,17.23694,Cultural,Italy,Europe and North America,The <I>Trulli</I> of Alberobello
44.42041667,12.19625,Cultural,Italy,Europe and North America,Early Christian Monuments of Ravenna
34.43055556,131.4122222,Cultural,Japan,Asia and the Pacific,"Sites of Japan⿿s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining"
32.80222222,128.9038889,Cultural,Japan,Asia and the Pacific,Hidden Christian Sites in the Nagasaki Region
34.245,130.1055556,Cultural,Japan,Asia and the Pacific,Sacred Island of Okinoshima and Associated Sites in the Munakata Region
34.56222222,135.6094444,Cultural,Japan,Asia and the Pacific,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan
31.78333333,35.21666667,Cultural,Jerusalem (Site proposed by Jordan),Arab States,Old City of Jerusalem and its Walls
30.33056,35.44333,Cultural,Jordan,Arab States,Petra
31.80194,36.58583,Cultural,Jordan,Arab States,Quseir Amra
31.50167,35.92056,Cultural,Jordan,Arab States,Um er-Rasas (Kastrom Mefa'a)
29.63972222,35.43388889,Mixed,Jordan,Arab States,Wadi Rum Protected Area
31.83722222,35.55277778,Cultural,Jordan,Arab States,Baptism Site ⿿Bethany Beyond the Jordan⿝ (Al-Maghtas)
50.43333333,69.18888889,Natural,Kazakhstan,Asia and the Pacific,Saryarka ⿿ Steppe and Lakes of Northern Kazakhstan
43.29305556,68.27444444,Cultural,Kazakhstan,Asia and the Pacific,Mausoleum of Khoja Ahmed Yasawi
43.80333333,75.535,Cultural,Kazakhstan,Asia and the Pacific,Petroglyphs within the Archaeological Landscape of Tamgaly
-0.155,37.31555556,Natural,Kenya,Africa,Mount Kenya National Park/Natural Forest
3.051305556,36.50366667,Natural,Kenya,Africa,Lake Turkana National Parks
-2.284444444,40.8525,Cultural,Kenya,Africa,Lamu Old Town
-0.4425,36.24,Natural,Kenya,Africa,Kenya Lake System in the Great Rift Valley
-3.931944444,39.59611111,Cultural,Kenya,Africa,Sacred Mijikenda Kaya Forests
-4.062777778,39.67944444,Cultural,Kenya,Africa,"Fort Jesus, Mombasa"
-0.891338056,34.326107,Cultural,Kenya,Africa,Thimlich Ohinga Archaeological Site
-3.649722222,-172.8575,Natural,Kiribati,Asia and the Pacific,Phoenix Islands Protected Area
40.53111111,72.78277778,Cultural,Kyrgyzstan,Asia and the Pacific,Sulaiman-Too Sacred Mountain
19.88889,102.13333,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Town of Luang Prabang
14.84833333,105.8222222,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape
19.43105556,103.1522222,Cultural,Lao People's Democratic Republic,Asia and the Pacific,Megalithic Jar Sites in Xiengkhuang ⿿ Plain of Jars
56.95417,24.11667,Cultural,Latvia,Europe and North America,Historic Centre of Riga
33.72583,35.92972,Cultural,Lebanon,Arab States,Anjar
34.00707,36.20494,Cultural,Lebanon,Arab States,Baalbek
34.11917,35.6475,Cultural,Lebanon,Arab States,Byblos
33.27194,35.19444,Cultural,Lebanon,Arab States,Tyre
34.24333,36.04889,Cultural,Lebanon,Arab States,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab)
32.63833,14.29306,Cultural,Libya,Arab States,Archaeological Site of Leptis Magna
32.80528,12.485,Cultural,Libya,Arab States,Archaeological Site of Sabratha
32.825,21.85833,Cultural,Libya,Arab States,Archaeological Site of Cyrene
24.83333,10.33333,Cultural,Libya,Arab States,Rock-Art Sites of Tadrart Acacus
30.13333333,9.5,Cultural,Libya,Arab States,Old Town of Ghadamès
54.68667,25.29306,Cultural,Lithuania,Europe and North America,Vilnius Historic Centre
54.88777778,24.83055556,Cultural,Lithuania,Europe and North America,KernavĿ  Archaeological Site (Cultural Reserve of KernavĿ)
49.61,6.13333,Cultural,Luxembourg,Europe and North America,City of Luxembourg: its Old Quarters and Fortifications
-18.66667,44.75,Natural,Madagascar,Africa,Tsingy de Bemaraha Strict Nature Reserve
18.0775,-76.57111111,Mixed,Jamaica,Latin America and the Caribbean,Blue and John Crow Mountains
34.61666667,135.7333333,Cultural,Japan,Asia and the Pacific,Buddhist Monuments in the Horyu-ji Area
34.83333333,134.7,Cultural,Japan,Asia and the Pacific,Himeji-jo
30.33333333,130.5333333,Natural,Japan,Asia and the Pacific,Yakushima
40.47,140.13,Natural,Japan,Asia and the Pacific,Shirakami-Sanchi
34.98055556,135.7694444,Cultural,Japan,Asia and the Pacific,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)"
